datetime,Angelo Bagnasco,Angelo Scola,Christoph Schonborn,Francis Arinze,Gianfranco Ravasi,Leonardo Sandri,Luis Antonio Tagle,Marc Ouellet,Odilo Scherer,Oscar Rodriguez Maradiaga,Peter Erdo,Peter Turkson,Tarcisio Bertone
2013-02-18 00:00:25,0.0588235294118,0.222222222222,0.0588235294118,0.0666666666667,0.0588235294118,0.0909090909091,0.0588235294118,0.166666666667,0.0588235294118,0.0769230769231,0.0666666666667,0.307692307692,0.142857142857
2013-02-18 01:00:03,0.0588235294118,0.222222222222,0.0588235294118,0.0666666666667,0.0588235294118,0.0909090909091,0.0588235294118,0.166666666667,0.0588235294118,0.0769230769231,0.0666666666667,0.307692307692,0.142857142857
2013-02-18 02:00:03,0.0588235294118,0.222222222222,0.0588235294118,0.0666666666667,0.0588235294118,0.0909090909091,0.0588235294118,0.166666666667,0.0588235294118,0.0769230769231,0.0666666666667,0.307692307692,0.142857142857
2013-02-18 03:00:02,0.0588235294118,0.222222222222,0.0588235294118,0.0666666666667,0.0588235294118,0.0909090909091,0.0588235294118,0.166666666667,0.0588235294118,0.0769230769231,0.0666666666667,0.307692307692,0.142857142857
2013-02-18 04:00:03,0.0588235294118,0.222222222222,0.0588235294118,0.0666666666667,0.0588235294118,0.0909090909091,0.0588235294118,0.166666666667,0.0588235294118,0.0769230769231,0.0666666666667,0.307692307692,0.142857142857
2013-02-18 05:00:02,0.0588235294118,0.222222222222,0.0588235294118,0.0666666666667,0.0588235294118,0.0909090909091,0.0588235294118,0.166666666667,0.0588235294118,0.0769230769231,0.0666666666667,0.307692307692,0.142857142857
2013-02-18 06:00:04,0.0588235294118,0.222222222222,0.0588235294118,0.0666666666667,0.0588235294118,0.0909090909091,0.0588235294118,0.166666666667,0.0588235294118,0.0769230769231,0.0666666666667,0.307692307692,0.142857142857
2013-02-18 07:00:03,0.0588235294118,0.222222222222,0.0588235294118,0.0666666666667,0.0588235294118,0.0909090909091,0.0588235294118,0.166666666667,0.0588235294118,0.0769230769231,0.0666666666667,0.307692307692,0.142857142857
2013-02-18 08:00:04,0.0588235294118,0.222222222222,0.0588235294118,0.0666666666667,0.0588235294118,0.0909090909091,0.0588235294118,0.166666666667,0.0588235294118,0.0769230769231,0.0666666666667,0.307692307692,0.142857142857
2013-02-18 09:00:06,0.0588235294118,0.222222222222,0.0588235294118,0.0666666666667,0.0588235294118,0.0909090909091,0.0588235294118,0.166666666667,0.0588235294118,0.0769230769231,0.0666666666667,0.307692307692,0.142857142857
